base_bid,impressions,cost,clicks,ctr,cpc
92.7,293752,22621.059,218,0.000742122606824805,103.766325688073
92.8,293758,22622.337,218,0.000742107448988623,103.772188073394
92.9,293766,22624.193,218,0.00074208723950355,103.780701834862
93,293770,22624.93,218,0.000742077135173775,103.784082568807
93.1,293774,22625.819,218,0.00074206703111916,103.788160550459
93.2,293779,22626.978,218,0.000742054401437816,103.79347706422
93.3,293782,22627.368,218,0.000742046823835361,103.795266055046
93.4,293788,22628.473,218,0.000742031669094721,103.800334862385
93.5,293789,22628.74,218,0.000742029143364796,103.801559633028
93.6,293793,22629.622,218,0.000742019040617033,103.805605504587
93.7,293795,22630.124,218,0.000742013989346313,103.807908256881
93.8,293797,22630.607,218,0.000742008938144365,103.810123853211
93.9,293801,22631.457,218,0.00074199883594678,103.81402293578
94,293806,22632.408,218,0.000741986208586618,103.818385321101
94.1,293884,22646.486,218,0.000741789277401968,103.882963302752
94.2,293886,22646.816,218,0.000741784229258964,103.88447706422
94.3,293889,22647.365,218,0.000741776657173286,103.886995412844
94.4,293890,22647.631,218,0.000741774133179081,103.88821559633
94.5,293894,22648.597,218,0.000741764037374019,103.892646788991
94.6,293896,22648.943,218,0.000741758989574543,103.894233944954
94.7,293896,22648.943,218,0.000741758989574543,103.894233944954
94.8,293898,22649.353,218,0.000741753941843769,103.896114678899
94.9,293903,22650.474,218,0.000741741322817392,103.901256880734
95,293905,22650.973,218,0.000741736275327061,103.90354587156
95.1,293908,22651.735,218,0.000741728704220368,103.907041284404
95.2,293922,22653.8,218,0.000741693374432673,103.916513761468
95.3,293925,22654.354,218,0.000741685804201752,103.919055045872
95.4,293932,22655.59,218,0.000741668140930555,103.924724770642
95.5,293937,22656.763,218,0.000741655524823346,103.930105504587
95.6,293939,22657.18,218,0.000741650478500641,103.932018348624
95.7,293945,22658.484,218,0.000741635339944547,103.938
95.8,293948,22659.086,218,0.000741627770898254,103.94076146789
95.9,293951,22659.609,218,0.000741620202006457,103.943160550459
96,293955,22660.682,218,0.000741610110391046,103.948082568807
96.1,293968,22663.192,218,0.000741577314537637,103.959596330275
96.2,293969,22663.445,218,0.000741574791899826,103.960756880734
96.3,293974,22664.459,218,0.000741562178968208,103.965408256881
96.4,293981,22666.146,218,0.000741544521584728,103.973146788991
96.5,293991,22667.633,218,0.000741519298209809,103.979967889908
96.6,293993,22668.156,218,0.000741514253740735,103.982366972477
96.7,293995,22668.497,218,0.000741509209340295,103.983931192661
96.8,294001,22669.709,218,0.00074149407655076,103.989490825688
96.9,294007,22671.3,218,0.000741478944378875,103.996788990826
97,294009,22671.818,218,0.000741473900458829,103.999165137615
97.1,294013,22672.773,218,0.000741463812824603,104.00354587156
97.2,294016,22673.37,218,0.00074145624727906,104.00628440367
97.3,294019,22674.042,218,0.000741448681887905,104.009366972477
97.4,294031,22677.185,218,0.000741418421867082,104.02378440367
97.5,294037,22678.226,218,0.000741403292782881,104.028559633028
97.6,294057,22681.729,218,0.000741352866961167,104.044628440367
97.7,294060,22682.556,218,0.000741345303679521,104.048422018349
97.8,294062,22682.991,218,0.00074134026157749,104.050417431193
97.9,294063,22683.158,218,0.000741337740552195,104.051183486239
98,294064,22683.354,218,0.000741335219544045,104.052082568807
98.1,294071,22684.899,218,0.000741317572967073,104.059169724771
98.2,294071,22684.899,218,0.000741317572967073,104.059169724771
98.3,294073,22685.325,218,0.000741312531242243,104.061123853211
98.4,294080,22687.121,218,0.000741294885745375,104.069362385321
98.5,294086,22688.567,218,0.000741279761702359,104.075995412844
98.6,294086,22688.567,218,0.000741279761702359,104.075995412844
98.7,294095,22690.419,218,0.000741257076794913,104.084490825688
98.8,294106,22693.51,218,0.000741229352682366,104.098669724771
98.9,294114,22695.354,218,0.000741209190993968,104.107128440367
99,294115,22695.636,218,0.000741206670860038,104.108422018349
99.1,294115,22695.636,218,0.000741206670860038,104.108422018349
99.2,294116,22695.861,218,0.000741204150743244,104.10945412844
99.3,294124,22697.753,218,0.000741183990425807,104.118133027523
99.4,294131,22699.528,218,0.000741166351047662,104.126275229358
99.5,294134,22700.174,218,0.000741158791571189,104.12923853211
99.6,294141,22701.791,218,0.000741141153392421,104.136655963303
99.7,294143,22702.191,218,0.000741136114066967,104.138490825688
99.8,294143,22702.191,218,0.000741136114066967,104.138490825688
99.9,294146,22702.563,218,0.000741128555207278,104.140197247706
100,294163,22707.3,218,0.00074108572458127,104.161926605505
