base_bid,impressions,cost,clicks,ctr,cpc
93.9,189305,9084.684,126,0.000665592562267241,72.1006666666667
94,189499,9101.697,128,0.000675465305885519,71.1070078125
94.1,189570,9107.599,128,0.000675212322624888,71.1531171875
94.2,189646,9113.329,128,0.000674941733545659,71.1978828125
94.3,189707,9119.362,128,0.000674724707048238,71.245015625
94.4,189801,9127.033,128,0.000674390545887535,71.3049453125
94.5,189887,9134.198,128,0.000674085113778194,71.360921875
94.6,190076,9150.093,129,0.000678675898061828,70.9309534883721
94.7,190203,9161.049,129,0.000678222740966231,71.0158837209302
94.8,190322,9170.252,129,0.000677798678029865,71.0872248062015
94.9,190443,9179.144,129,0.000677368031379468,71.1561550387597
95,190555,9188.316,129,0.000676969903702343,71.2272558139535
95.1,190709,9201.319,130,0.000681666832713716,70.7793769230769
95.2,190892,9216.01,130,0.000681013347861618,70.8923846153846
95.3,191022,9226.939,130,0.00068054988430652,70.9764538461538
95.4,191188,9241.016,130,0.000679958993242254,71.0847384615385
95.5,191510,9265.877,130,0.000678815727638243,71.2759769230769
95.6,191656,9278.231,130,0.000678298618357891,71.3710076923077
95.7,191897,9296.295,130,0.000677446755290599,71.5099615384615
95.8,192079,9311.774,130,0.000676804856335154,71.6290307692308
95.9,192154,9318.112,130,0.000676540691320503,71.6777846153846
96,192237,9325.488,130,0.00067624858898131,71.7345230769231
96.1,192392,9338.272,131,0.000680901492785563,71.2845190839695
96.2,192516,9348.323,131,0.000680462922562281,71.3612442748092
96.3,192650,9360.164,131,0.000679989618479107,71.4516335877863
96.4,192732,9367.586,131,0.000679700309237698,71.5082900763359
96.5,192805,9373.884,131,0.000679442960504136,71.5563664122137
96.6,193023,9391.463,131,0.000678675598244769,71.6905572519084
96.7,193167,9403.473,131,0.00067816966666149,71.7822366412214
96.8,193399,9421.4,131,0.000677356139380245,71.9190839694656
96.9,193535,9433.397,131,0.000676880150877102,72.0106641221374
97,193637,9441.338,131,0.000676523598279255,72.0712824427481
97.1,193724,9449.253,131,0.000676219776589375,72.1317022900763
97.2,193847,9460.704,131,0.000675790700913607,72.2191145038168
97.3,193973,9472.662,131,0.000675351724209039,72.3103969465649
97.4,194043,9478.823,131,0.000675108094597589,72.357427480916
97.5,194153,9487.803,131,0.000674725603003817,72.4259770992366
97.6,194367,9505.065,131,0.000673982723404693,72.5577480916031
97.7,194500,9515.564,131,0.000673521850899743,72.637893129771
97.8,194610,9524.901,131,0.000673141154103078,72.7091679389313
97.9,194760,9537.192,131,0.000672622715136578,72.8029923664122
98,195000,9558.17,132,0.000676923076923077,72.4103787878788
98.1,195213,9575.9,132,0.000676184475419158,72.544696969697
98.2,195314,9584.506,132,0.000675834809588662,72.6098939393939
98.3,195455,9596.324,132,0.000675347266634264,72.6994242424242
98.4,195618,9609.363,132,0.000674784529031071,72.7982045454545
98.5,195839,9626.81,132,0.0006740230495458,72.9303787878788
98.6,195964,9636.908,132,0.000673593108938376,73.0068787878788
98.7,196035,9642.541,132,0.000673349146836024,73.049553030303
98.8,196120,9650.556,132,0.000673057311849888,73.1102727272727
98.9,196207,9657.699,132,0.000672758872007625,73.1643863636364
99,196335,9667.703,132,0.000672320268928108,73.2401742424242
99.1,196429,9676.395,132,0.000671998533821381,73.3060227272727
99.2,196622,9692.324,132,0.000671338914261883,73.426696969697
99.3,196725,9700.875,132,0.000670987418985894,73.4914772727273
99.4,196865,9716.454,132,0.000670510248139588,73.6095
99.5,196971,9726.859,132,0.00067014941285773,73.6883257575758
99.6,197033,9731.962,132,0.000669938538214411,73.7269848484848
99.7,197140,9740.626,132,0.000669574921375672,73.7926212121212
99.8,197302,9752.7,132,0.000669025149263566,73.8840909090909
99.9,197399,9760.545,132,0.000668696396638281,73.9435227272727
100,197467,9767.326,132,0.000668466123453539,73.9948939393939
